"","YEARMODA","DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmin_source","Tmax_source"
"1118",19930122,1993-01-22 12:00:00,"1993-01-22 12:00:00",1993,1,22,8.8341204379562,10.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1119",19930123,1993-01-23 12:00:00,"1993-01-23 12:00:00",1993,1,23,9.5341204379562,10.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1120",19930124,1993-01-24 12:00:00,"1993-01-24 12:00:00",1993,1,24,9.13412043795621,11.8770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1121",19930125,1993-01-25 12:00:00,"1993-01-25 12:00:00",1993,1,25,1.3341204379562,9.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1122",19930126,1993-01-26 12:00:00,"1993-01-26 12:00:00",1993,1,26,-4.1658795620438,1.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1123",19930127,1993-01-27 12:00:00,"1993-01-27 12:00:00",1993,1,27,0.634120437956204,3.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1124",19930128,1993-01-28 12:00:00,"1993-01-28 12:00:00",1993,1,28,2.3341204379562,7.27703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1125",19930129,1993-01-29 12:00:00,"1993-01-29 12:00:00",1993,1,29,5.3341204379562,7.07703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1126",19930130,1993-01-30 12:00:00,"1993-01-30 12:00:00",1993,1,30,-1.6658795620438,5.67703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1127",19930131,1993-01-31 12:00:00,"1993-01-31 12:00:00",1993,1,31,-2.6658795620438,3.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1128",19930201,1993-02-01 12:00:00,"1993-02-01 12:00:00",1993,2,1,-3.2658795620438,3.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1129",19930202,1993-02-02 12:00:00,"1993-02-02 12:00:00",1993,2,2,-3.4658795620438,0.0770319343065693,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1130",19930203,1993-02-03 12:00:00,"1993-02-03 12:00:00",1993,2,3,-4.6658795620438,-0.522968065693431,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1131",19930204,1993-02-04 12:00:00,"1993-02-04 12:00:00",1993,2,4,-7.0658795620438,4.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1132",19930205,1993-02-05 12:00:00,"1993-02-05 12:00:00",1993,2,5,-5.8658795620438,7.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1133",19930206,1993-02-06 12:00:00,"1993-02-06 12:00:00",1993,2,6,-5.8658795620438,4.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1134",19930207,1993-02-07 12:00:00,"1993-02-07 12:00:00",1993,2,7,2.3341204379562,5.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1135",19930208,1993-02-08 12:00:00,"1993-02-08 12:00:00",1993,2,8,2.1341204379562,3.77703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1136",19930209,1993-02-09 12:00:00,"1993-02-09 12:00:00",1993,2,9,-0.865879562043796,3.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1137",19930210,1993-02-10 12:00:00,"1993-02-10 12:00:00",1993,2,10,-0.665879562043796,1.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1138",19930211,1993-02-11 12:00:00,"1993-02-11 12:00:00",1993,2,11,-4.1658795620438,6.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1139",19930212,1993-02-12 12:00:00,"1993-02-12 12:00:00",1993,2,12,-3.6658795620438,5.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1140",19930213,1993-02-13 12:00:00,"1993-02-13 12:00:00",1993,2,13,-1.6658795620438,-0.322968065693431,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1141",19930214,1993-02-14 12:00:00,"1993-02-14 12:00:00",1993,2,14,-2.1658795620438,2.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1142",19930215,1993-02-15 12:00:00,"1993-02-15 12:00:00",1993,2,15,-1.7658795620438,0.977031934306569,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1143",19930216,1993-02-16 12:00:00,"1993-02-16 12:00:00",1993,2,16,-1.0658795620438,-0.422968065693431,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1144",19930217,1993-02-17 12:00:00,"1993-02-17 12:00:00",1993,2,17,-0.565879562043796,2.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1145",19930218,1993-02-18 12:00:00,"1993-02-18 12:00:00",1993,2,18,-0.465879562043796,5.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1146",19930219,1993-02-19 12:00:00,"1993-02-19 12:00:00",1993,2,19,-0.965879562043796,4.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1147",19930220,1993-02-20 12:00:00,"1993-02-20 12:00:00",1993,2,20,1.8341204379562,4.07703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1148",19930221,1993-02-21 12:00:00,"1993-02-21 12:00:00",1993,2,21,0.234120437956204,3.17703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1149",19930222,1993-02-22 12:00:00,"1993-02-22 12:00:00",1993,2,22,-8.2658795620438,0.877031934306569,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1150",19930223,1993-02-23 12:00:00,"1993-02-23 12:00:00",1993,2,23,-12.4658795620438,-4.52296806569343,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1151",19930224,1993-02-24 12:00:00,"1993-02-24 12:00:00",1993,2,24,-14.1658795620438,-1.52296806569343,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1152",19930225,1993-02-25 12:00:00,"1993-02-25 12:00:00",1993,2,25,-11.8658795620438,1.17703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1153",19930226,1993-02-26 12:00:00,"1993-02-26 12:00:00",1993,2,26,-9.6658795620438,3.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1154",19930227,1993-02-27 12:00:00,"1993-02-27 12:00:00",1993,2,27,-7.9658795620438,4.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1155",19930228,1993-02-28 12:00:00,"1993-02-28 12:00:00",1993,2,28,-2.1658795620438,-0.0229680656934307,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1156",19930301,1993-03-01 12:00:00,"1993-03-01 12:00:00",1993,3,1,-2.1658795620438,2.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1157",19930302,1993-03-02 12:00:00,"1993-03-02 12:00:00",1993,3,2,-1.4658795620438,5.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1158",19930303,1993-03-03 12:00:00,"1993-03-03 12:00:00",1993,3,3,-1.6658795620438,0.477031934306569,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1159",19930304,1993-03-04 12:00:00,"1993-03-04 12:00:00",1993,3,4,-8.6658795620438,-2.32296806569343,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1160",19930305,1993-03-05 12:00:00,"1993-03-05 12:00:00",1993,3,5,-8.36587956204379,-0.0229680656934307,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1161",19930306,1993-03-06 12:00:00,"1993-03-06 12:00:00",1993,3,6,-1.1658795620438,2.07703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1162",19930307,1993-03-07 12:00:00,"1993-03-07 12:00:00",1993,3,7,1.1341204379562,4.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1163",19930308,1993-03-08 12:00:00,"1993-03-08 12:00:00",1993,3,8,-4.4658795620438,3.67703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1164",19930309,1993-03-09 12:00:00,"1993-03-09 12:00:00",1993,3,9,-5.6658795620438,6.27703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1165",19930310,1993-03-10 12:00:00,"1993-03-10 12:00:00",1993,3,10,-4.6658795620438,11.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1166",19930311,1993-03-11 12:00:00,"1993-03-11 12:00:00",1993,3,11,-0.165879562043796,10.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1167",19930312,1993-03-12 12:00:00,"1993-03-12 12:00:00",1993,3,12,-1.7658795620438,14.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1168",19930313,1993-03-13 12:00:00,"1993-03-13 12:00:00",1993,3,13,-2.1658795620438,14.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1169",19930314,1993-03-14 12:00:00,"1993-03-14 12:00:00",1993,3,14,-1.7658795620438,14.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1170",19930315,1993-03-15 12:00:00,"1993-03-15 12:00:00",1993,3,15,-1.9658795620438,15.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1171",19930316,1993-03-16 12:00:00,"1993-03-16 12:00:00",1993,3,16,-0.965879562043796,16.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1172",19930317,1993-03-17 12:00:00,"1993-03-17 12:00:00",1993,3,17,10.3341204379562,12.3770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1173",19930318,1993-03-18 12:00:00,"1993-03-18 12:00:00",1993,3,18,2.3341204379562,18.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1174",19930319,1993-03-19 12:00:00,"1993-03-19 12:00:00",1993,3,19,3.8341204379562,14.5770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1175",19930320,1993-03-20 12:00:00,"1993-03-20 12:00:00",1993,3,20,-1.5658795620438,17.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1176",19930321,1993-03-21 12:00:00,"1993-03-21 12:00:00",1993,3,21,2.8341204379562,17.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1177",19930322,1993-03-22 12:00:00,"1993-03-22 12:00:00",1993,3,22,8.5341204379562,15.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1178",19930323,1993-03-23 12:00:00,"1993-03-23 12:00:00",1993,3,23,7.1341204379562,11.8770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1179",19930324,1993-03-24 12:00:00,"1993-03-24 12:00:00",1993,3,24,3.1341204379562,9.27703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1180",19930325,1993-03-25 12:00:00,"1993-03-25 12:00:00",1993,3,25,0.334120437956204,6.37703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1181",19930326,1993-03-26 12:00:00,"1993-03-26 12:00:00",1993,3,26,-1.4658795620438,5.27703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1182",19930327,1993-03-27 12:00:00,"1993-03-27 12:00:00",1993,3,27,-4.6658795620438,4.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1183",19930328,1993-03-28 12:00:00,"1993-03-28 12:00:00",1993,3,28,-5.9658795620438,3.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1184",19930329,1993-03-29 12:00:00,"1993-03-29 12:00:00",1993,3,29,-7.3658795620438,6.77703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1185",19930330,1993-03-30 12:00:00,"1993-03-30 12:00:00",1993,3,30,-7.2658795620438,11.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1186",19930331,1993-03-31 12:00:00,"1993-03-31 12:00:00",1993,3,31,-1.2658795620438,18.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1187",19930401,1993-04-01 12:00:00,"1993-04-01 12:00:00",1993,4,1,0.534120437956204,21.3770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1188",19930402,1993-04-02 12:00:00,"1993-04-02 12:00:00",1993,4,2,4.3341204379562,8.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1189",19930403,1993-04-03 12:00:00,"1993-04-03 12:00:00",1993,4,3,4.9341204379562,6.47703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1190",19930404,1993-04-04 12:00:00,"1993-04-04 12:00:00",1993,4,4,2.3341204379562,8.97703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1191",19930405,1993-04-05 12:00:00,"1993-04-05 12:00:00",1993,4,5,2.1341204379562,13.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1192",19930406,1993-04-06 12:00:00,"1993-04-06 12:00:00",1993,4,6,7.2341204379562,13.3770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1193",19930407,1993-04-07 12:00:00,"1993-04-07 12:00:00",1993,4,7,6.3341204379562,10.1770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1194",19930408,1993-04-08 12:00:00,"1993-04-08 12:00:00",1993,4,8,5.7341204379562,11.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1195",19930409,1993-04-09 12:00:00,"1993-04-09 12:00:00",1993,4,9,-1.2658795620438,15.5770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1196",19930410,1993-04-10 12:00:00,"1993-04-10 12:00:00",1993,4,10,8.3341204379562,14.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1197",19930411,1993-04-11 12:00:00,"1993-04-11 12:00:00",1993,4,11,7.1341204379562,13.0770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1198",19930412,1993-04-12 12:00:00,"1993-04-12 12:00:00",1993,4,12,2.7341204379562,10.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1199",19930413,1993-04-13 12:00:00,"1993-04-13 12:00:00",1993,4,13,1.3341204379562,10.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1200",19930414,1993-04-14 12:00:00,"1993-04-14 12:00:00",1993,4,14,0.834120437956204,14.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1201",19930415,1993-04-15 12:00:00,"1993-04-15 12:00:00",1993,4,15,1.1341204379562,13.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1202",19930416,1993-04-16 12:00:00,"1993-04-16 12:00:00",1993,4,16,2.5341204379562,13.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1203",19930417,1993-04-17 12:00:00,"1993-04-17 12:00:00",1993,4,17,3.3341204379562,13.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1204",19930418,1993-04-18 12:00:00,"1993-04-18 12:00:00",1993,4,18,9.0341204379562,14.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1205",19930419,1993-04-19 12:00:00,"1993-04-19 12:00:00",1993,4,19,9.5341204379562,16.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1206",19930420,1993-04-20 12:00:00,"1993-04-20 12:00:00",1993,4,20,4.3341204379562,21.7770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1207",19930421,1993-04-21 12:00:00,"1993-04-21 12:00:00",1993,4,21,5.6341204379562,24.5770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1208",19930422,1993-04-22 12:00:00,"1993-04-22 12:00:00",1993,4,22,8.3341204379562,23.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1209",19930423,1993-04-23 12:00:00,"1993-04-23 12:00:00",1993,4,23,8.5341204379562,22.3770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1210",19930424,1993-04-24 12:00:00,"1993-04-24 12:00:00",1993,4,24,5.5341204379562,23.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1211",19930425,1993-04-25 12:00:00,"1993-04-25 12:00:00",1993,4,25,7.3341204379562,20.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1212",19930426,1993-04-26 12:00:00,"1993-04-26 12:00:00",1993,4,26,7.3341204379562,20.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1213",19930427,1993-04-27 12:00:00,"1993-04-27 12:00:00",1993,4,27,7.0341204379562,26.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1214",19930428,1993-04-28 12:00:00,"1993-04-28 12:00:00",1993,4,28,10.5341204379562,26.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1215",19930429,1993-04-29 12:00:00,"1993-04-29 12:00:00",1993,4,29,6.7341204379562,24.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1216",19930430,1993-04-30 12:00:00,"1993-04-30 12:00:00",1993,4,30,6.8341204379562,23.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1217",19930501,1993-05-01 12:00:00,"1993-05-01 12:00:00",1993,5,1,8.1341204379562,18.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1218",19930502,1993-05-02 12:00:00,"1993-05-02 12:00:00",1993,5,2,9.3341204379562,16.0770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1219",19930503,1993-05-03 12:00:00,"1993-05-03 12:00:00",1993,5,3,10.8341204379562,15.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1220",19930504,1993-05-04 12:00:00,"1993-05-04 12:00:00",1993,5,4,10.1341204379562,16.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1221",19930505,1993-05-05 12:00:00,"1993-05-05 12:00:00",1993,5,5,9.2341204379562,12.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1222",19930506,1993-05-06 12:00:00,"1993-05-06 12:00:00",1993,5,6,6.8341204379562,9.37703193430657,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1223",19930507,1993-05-07 12:00:00,"1993-05-07 12:00:00",1993,5,7,8.5341204379562,17.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1224",19930508,1993-05-08 12:00:00,"1993-05-08 12:00:00",1993,5,8,6.8341204379562,21.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1225",19930509,1993-05-09 12:00:00,"1993-05-09 12:00:00",1993,5,9,7.3341204379562,21.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1226",19930510,1993-05-10 12:00:00,"1993-05-10 12:00:00",1993,5,10,7.8341204379562,23.8770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1227",19930511,1993-05-11 12:00:00,"1993-05-11 12:00:00",1993,5,11,9.0341204379562,25.0770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1228",19930512,1993-05-12 12:00:00,"1993-05-12 12:00:00",1993,5,12,10.3341204379562,18.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1229",19930513,1993-05-13 12:00:00,"1993-05-13 12:00:00",1993,5,13,11.3341204379562,20.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1230",19930514,1993-05-14 12:00:00,"1993-05-14 12:00:00",1993,5,14,10.2341204379562,18.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1231",19930515,1993-05-15 12:00:00,"1993-05-15 12:00:00",1993,5,15,9.3341204379562,19.5770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1232",19930516,1993-05-16 12:00:00,"1993-05-16 12:00:00",1993,5,16,3.5341204379562,18.5770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1233",19930517,1993-05-17 12:00:00,"1993-05-17 12:00:00",1993,5,17,4.4341204379562,24.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1234",19930518,1993-05-18 12:00:00,"1993-05-18 12:00:00",1993,5,18,10.3341204379562,24.2770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1235",19930519,1993-05-19 12:00:00,"1993-05-19 12:00:00",1993,5,19,11.3341204379562,22.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1236",19930520,1993-05-20 12:00:00,"1993-05-20 12:00:00",1993,5,20,11.2341204379562,23.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1237",19930521,1993-05-21 12:00:00,"1993-05-21 12:00:00",1993,5,21,10.2341204379562,12.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1238",19930522,1993-05-22 12:00:00,"1993-05-22 12:00:00",1993,5,22,7.8341204379562,17.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1239",19930523,1993-05-23 12:00:00,"1993-05-23 12:00:00",1993,5,23,4.3341204379562,22.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1240",19930524,1993-05-24 12:00:00,"1993-05-24 12:00:00",1993,5,24,5.3341204379562,24.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1241",19930525,1993-05-25 12:00:00,"1993-05-25 12:00:00",1993,5,25,10.1341204379562,28.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1242",19930526,1993-05-26 12:00:00,"1993-05-26 12:00:00",1993,5,26,12.8341204379562,29.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1243",19930527,1993-05-27 12:00:00,"1993-05-27 12:00:00",1993,5,27,15.3341204379562,24.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1244",19930528,1993-05-28 12:00:00,"1993-05-28 12:00:00",1993,5,28,12.3341204379562,17.6770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1245",19930529,1993-05-29 12:00:00,"1993-05-29 12:00:00",1993,5,29,6.3341204379562,20.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1246",19930530,1993-05-30 12:00:00,"1993-05-30 12:00:00",1993,5,30,6.8341204379562,22.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1247",19930531,1993-05-31 12:00:00,"1993-05-31 12:00:00",1993,5,31,10.1341204379562,18.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1248",19930601,1993-06-01 12:00:00,"1993-06-01 12:00:00",1993,6,1,6.8341204379562,22.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1249",19930602,1993-06-02 12:00:00,"1993-06-02 12:00:00",1993,6,2,9.13412043795621,20.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1250",19930603,1993-06-03 12:00:00,"1993-06-03 12:00:00",1993,6,3,10.1341204379562,17.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1251",19930604,1993-06-04 12:00:00,"1993-06-04 12:00:00",1993,6,4,13.0341204379562,18.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1252",19930605,1993-06-05 12:00:00,"1993-06-05 12:00:00",1993,6,5,10.3341204379562,24.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1253",19930606,1993-06-06 12:00:00,"1993-06-06 12:00:00",1993,6,6,11.2341204379562,27.9770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1254",19930607,1993-06-07 12:00:00,"1993-06-07 12:00:00",1993,6,7,14.3341204379562,27.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
"1255",19930608,1993-06-08 12:00:00,"1993-06-08 12:00:00",1993,6,8,13.3341204379562,26.4770319343066,NA,NA,"daily_Rottenburg-Kiebingen","daily_Rottenburg-Kiebingen"
