"","YEARMODA","DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
"5658",19880628,1988-06-28 12:00:00,1988-06-28 12:00:00,1988,6,28,13.5,24.222,18.5,0,NA,NA,FALSE,FALSE
"5659",19880629,1988-06-29 12:00:00,1988-06-29 12:00:00,1988,6,29,13.611,23,18.167,0.508,NA,NA,FALSE,FALSE
"5660",19880630,1988-06-30 12:00:00,1988-06-30 12:00:00,1988,6,30,15,27.389,20.056,1.016,NA,NA,FALSE,FALSE
"5661",19880701,1988-07-01 12:00:00,1988-07-01 12:00:00,1988,7,1,12,24.611,19.111,1.524,NA,NA,FALSE,FALSE
"5662",19880702,1988-07-02 12:00:00,1988-07-02 12:00:00,1988,7,2,9,19,14.722,0,NA,NA,FALSE,FALSE
"5663",19880703,1988-07-03 12:00:00,1988-07-03 12:00:00,1988,7,3,12.889,21.5,16.889,1.524,NA,NA,FALSE,FALSE
"5664",19880704,1988-07-04 12:00:00,1988-07-04 12:00:00,1988,7,4,15,25,19.389,0,NA,NA,FALSE,FALSE
"5665",19880705,1988-07-05 12:00:00,1988-07-05 12:00:00,1988,7,5,11.778,23.722,17.611,3.556,NA,NA,FALSE,FALSE
"5666",19880706,1988-07-06 12:00:00,1988-07-06 12:00:00,1988,7,6,11.778,24.5,18.722,0,NA,NA,FALSE,FALSE
"5667",19880707,1988-07-07 12:00:00,1988-07-07 12:00:00,1988,7,7,13.611,23,18.278,0.508,NA,NA,FALSE,FALSE
"5668",19880708,1988-07-08 12:00:00,1988-07-08 12:00:00,1988,7,8,13.611,22,17.944,0,NA,NA,FALSE,FALSE
"5669",19880709,1988-07-09 12:00:00,1988-07-09 12:00:00,1988,7,9,11,20.611,16.444,2.032,NA,NA,FALSE,FALSE
"5670",19880710,1988-07-10 12:00:00,1988-07-10 12:00:00,1988,7,10,8.611,27,18.833,0,NA,NA,FALSE,FALSE
"5671",19880711,1988-07-11 12:00:00,1988-07-11 12:00:00,1988,7,11,13,25.611,19.278,14.986,NA,NA,FALSE,FALSE
"5672",19880712,1988-07-12 12:00:00,1988-07-12 12:00:00,1988,7,12,11,21,16.111,0,NA,NA,FALSE,FALSE
"5673",19880713,1988-07-13 12:00:00,1988-07-13 12:00:00,1988,7,13,10.389,21,16.389,0,NA,NA,FALSE,FALSE
"5674",19880714,1988-07-14 12:00:00,1988-07-14 12:00:00,1988,7,14,12.5,19.5,14.611,17.018,NA,NA,FALSE,FALSE
"5675",19880715,1988-07-15 12:00:00,1988-07-15 12:00:00,1988,7,15,13,16.278,14.111,10.922,NA,NA,FALSE,FALSE
"5676",19880716,1988-07-16 12:00:00,1988-07-16 12:00:00,1988,7,16,12,14,13.167,33.02,NA,NA,FALSE,FALSE
"5677",19880717,1988-07-17 12:00:00,1988-07-17 12:00:00,1988,7,17,13.111,18.389,15.111,5.334,NA,NA,FALSE,FALSE
"5678",19880718,1988-07-18 12:00:00,1988-07-18 12:00:00,1988,7,18,12.722,16.889,14.611,10.922,NA,NA,FALSE,FALSE
"5679",19880719,1988-07-19 12:00:00,1988-07-19 12:00:00,1988,7,19,12,25,17.833,0.254,NA,NA,FALSE,FALSE
"5680",19880720,1988-07-20 12:00:00,1988-07-20 12:00:00,1988,7,20,10,23.611,17.722,0,NA,NA,FALSE,FALSE
"5681",19880721,1988-07-21 12:00:00,1988-07-21 12:00:00,1988,7,21,15,23.5,18.222,0.508,NA,NA,FALSE,FALSE
"5682",19880722,1988-07-22 12:00:00,1988-07-22 12:00:00,1988,7,22,17.389,27,22.833,0.254,NA,NA,FALSE,FALSE
"5683",19880723,1988-07-23 12:00:00,1988-07-23 12:00:00,1988,7,23,19,31,25.056,0,NA,NA,FALSE,FALSE
"5684",19880724,1988-07-24 12:00:00,1988-07-24 12:00:00,1988,7,24,11.778,22,17.833,19.05,NA,NA,FALSE,FALSE
"5685",19880725,1988-07-25 12:00:00,1988-07-25 12:00:00,1988,7,25,9,25.389,18.667,0,NA,NA,FALSE,FALSE
"5686",19880726,1988-07-26 12:00:00,1988-07-26 12:00:00,1988,7,26,14.889,24,18.389,5.08,NA,NA,FALSE,FALSE
"5687",19880727,1988-07-27 12:00:00,1988-07-27 12:00:00,1988,7,27,9.778,20.5,15,5.08,NA,NA,FALSE,FALSE
"5688",19880728,1988-07-28 12:00:00,1988-07-28 12:00:00,1988,7,28,9,22,16.278,2.032,NA,NA,FALSE,FALSE
"5689",19880729,1988-07-29 12:00:00,1988-07-29 12:00:00,1988,7,29,12,21,16.389,1.016,NA,NA,FALSE,FALSE
"5690",19880730,1988-07-30 12:00:00,1988-07-30 12:00:00,1988,7,30,8.889,20,14.778,0,NA,NA,FALSE,FALSE
"5691",19880731,1988-07-31 12:00:00,1988-07-31 12:00:00,1988,7,31,8.389,22,15.778,0,NA,NA,FALSE,FALSE
"5692",19880801,1988-08-01 12:00:00,1988-08-01 12:00:00,1988,8,1,9,26,18.333,0,NA,NA,FALSE,FALSE
"5693",19880802,1988-08-02 12:00:00,1988-08-02 12:00:00,1988,8,2,13,20.722,17.111,0,NA,NA,FALSE,FALSE
"5694",19880803,1988-08-03 12:00:00,1988-08-03 12:00:00,1988,8,3,9,20.222,15.222,3.048,NA,NA,FALSE,FALSE
"5695",19880804,1988-08-04 12:00:00,1988-08-04 12:00:00,1988,8,4,7,22.222,15.722,0,NA,NA,FALSE,FALSE
"5696",19880805,1988-08-05 12:00:00,1988-08-05 12:00:00,1988,8,5,13,22.278,17.722,0.508,NA,NA,FALSE,FALSE
"5697",19880806,1988-08-06 12:00:00,1988-08-06 12:00:00,1988,8,6,11.111,26.278,19.111,0,NA,NA,FALSE,FALSE
"5698",19880807,1988-08-07 12:00:00,1988-08-07 12:00:00,1988,8,7,13,29,21.944,0,NA,NA,FALSE,FALSE
"5699",19880808,1988-08-08 12:00:00,1988-08-08 12:00:00,1988,8,8,15.722,29.5,21.889,0,NA,NA,FALSE,FALSE
"5700",19880809,1988-08-09 12:00:00,1988-08-09 12:00:00,1988,8,9,14,27.611,20.667,0,NA,NA,FALSE,FALSE
"5701",19880810,1988-08-10 12:00:00,1988-08-10 12:00:00,1988,8,10,14,28,21.111,0,NA,NA,FALSE,FALSE
"5702",19880811,1988-08-11 12:00:00,1988-08-11 12:00:00,1988,8,11,14,25.111,20.389,0,NA,NA,FALSE,FALSE
"5703",19880812,1988-08-12 12:00:00,1988-08-12 12:00:00,1988,8,12,12.5,27.722,19.889,0,NA,NA,FALSE,FALSE
"5704",19880813,1988-08-13 12:00:00,1988-08-13 12:00:00,1988,8,13,13,23.611,18.333,0,NA,NA,FALSE,FALSE
"5705",19880814,1988-08-14 12:00:00,1988-08-14 12:00:00,1988,8,14,11.5,31,21.167,0,NA,NA,FALSE,FALSE
"5706",19880815,1988-08-15 12:00:00,1988-08-15 12:00:00,1988,8,15,13,24.222,19.111,0,NA,NA,FALSE,FALSE
"5707",19880816,1988-08-16 12:00:00,1988-08-16 12:00:00,1988,8,16,10,23.389,16.556,0,NA,NA,FALSE,FALSE
"5708",19880817,1988-08-17 12:00:00,1988-08-17 12:00:00,1988,8,17,8,24.722,15.889,0,NA,NA,FALSE,FALSE
"5709",19880818,1988-08-18 12:00:00,1988-08-18 12:00:00,1988,8,18,9,29,18.778,0,NA,NA,FALSE,FALSE
"5710",19880819,1988-08-19 12:00:00,1988-08-19 12:00:00,1988,8,19,14.722,24.389,18.667,4.064,NA,NA,FALSE,FALSE
"5711",19880820,1988-08-20 12:00:00,1988-08-20 12:00:00,1988,8,20,12,22,17,2.032,NA,NA,FALSE,FALSE
"5712",19880821,1988-08-21 12:00:00,1988-08-21 12:00:00,1988,8,21,12,20,15.444,7.874,NA,NA,FALSE,FALSE
"5713",19880822,1988-08-22 12:00:00,1988-08-22 12:00:00,1988,8,22,10,18.5,15.222,1.27,NA,NA,FALSE,FALSE
"5714",19880823,1988-08-23 12:00:00,1988-08-23 12:00:00,1988,8,23,7.722,19,13.444,0.254,NA,NA,FALSE,FALSE
"5715",19880824,1988-08-24 12:00:00,1988-08-24 12:00:00,1988,8,24,8.778,18.5,13.611,1.016,NA,NA,FALSE,FALSE
"5716",19880825,1988-08-25 12:00:00,1988-08-25 12:00:00,1988,8,25,13,17.5,14.667,7.874,NA,NA,FALSE,FALSE
"5717",19880826,1988-08-26 12:00:00,1988-08-26 12:00:00,1988,8,26,13,19.778,15.833,0,NA,NA,FALSE,FALSE
"5718",19880827,1988-08-27 12:00:00,1988-08-27 12:00:00,1988,8,27,14,21,16.889,4.064,NA,NA,FALSE,FALSE
"5719",19880828,1988-08-28 12:00:00,1988-08-28 12:00:00,1988,8,28,16,27,21.278,0,NA,NA,FALSE,FALSE
"5720",19880829,1988-08-29 12:00:00,1988-08-29 12:00:00,1988,8,29,11,21,16.556,0,NA,NA,FALSE,FALSE
"5721",19880830,1988-08-30 12:00:00,1988-08-30 12:00:00,1988,8,30,8.889,21,14.444,1.016,NA,NA,FALSE,FALSE
"5722",19880831,1988-08-31 12:00:00,1988-08-31 12:00:00,1988,8,31,10,24,16.778,0,NA,NA,FALSE,FALSE
"5723",19880901,1988-09-01 12:00:00,1988-09-01 12:00:00,1988,9,1,10.389,23,16.778,4.064,NA,NA,FALSE,FALSE
"5724",19880902,1988-09-02 12:00:00,1988-09-02 12:00:00,1988,9,2,10,20.278,15.833,0.254,NA,NA,FALSE,FALSE
"5725",19880903,1988-09-03 12:00:00,1988-09-03 12:00:00,1988,9,3,9.611,16.222,13,1.016,NA,NA,FALSE,FALSE
"5726",19880904,1988-09-04 12:00:00,1988-09-04 12:00:00,1988,9,4,10,19.278,14.556,0,NA,NA,FALSE,FALSE
"5727",19880905,1988-09-05 12:00:00,1988-09-05 12:00:00,1988,9,5,10.889,20,15.833,7.874,NA,NA,FALSE,FALSE
"5728",19880906,1988-09-06 12:00:00,1988-09-06 12:00:00,1988,9,6,10.722,21.5,15.944,0,NA,NA,FALSE,FALSE
"5729",19880907,1988-09-07 12:00:00,1988-09-07 12:00:00,1988,9,7,9.611,22.278,15.611,0,NA,NA,FALSE,FALSE
"5730",19880908,1988-09-08 12:00:00,1988-09-08 12:00:00,1988,9,8,7,22.222,14.833,0,NA,NA,FALSE,FALSE
"5731",19880909,1988-09-09 12:00:00,1988-09-09 12:00:00,1988,9,9,8.889,24.389,16.167,0,NA,NA,FALSE,FALSE
"5732",19880910,1988-09-10 12:00:00,1988-09-10 12:00:00,1988,9,10,8.389,18,13.889,0,NA,NA,FALSE,FALSE
"5733",19880911,1988-09-11 12:00:00,1988-09-11 12:00:00,1988,9,11,13,21.389,16.611,0,NA,NA,FALSE,FALSE
"5734",19880912,1988-09-12 12:00:00,1988-09-12 12:00:00,1988,9,12,10.722,18.778,14.111,2.032,NA,NA,FALSE,FALSE
"5735",19880913,1988-09-13 12:00:00,1988-09-13 12:00:00,1988,9,13,10.5,15,11.889,4.064,NA,NA,FALSE,FALSE
"5736",19880914,1988-09-14 12:00:00,1988-09-14 12:00:00,1988,9,14,10.278,15.5,12.333,9.906,NA,NA,FALSE,FALSE
"5737",19880915,1988-09-15 12:00:00,1988-09-15 12:00:00,1988,9,15,8,16.222,12.889,1.016,NA,NA,FALSE,FALSE
"5738",19880916,1988-09-16 12:00:00,1988-09-16 12:00:00,1988,9,16,10.278,13.389,12.056,9.906,NA,NA,FALSE,FALSE
"5739",19880917,1988-09-17 12:00:00,1988-09-17 12:00:00,1988,9,17,11.722,16,13.5,3.048,NA,NA,FALSE,FALSE
"5740",19880918,1988-09-18 12:00:00,1988-09-18 12:00:00,1988,9,18,11.778,15.722,13.556,0.254,NA,NA,FALSE,FALSE
"5741",19880919,1988-09-19 12:00:00,1988-09-19 12:00:00,1988,9,19,12,16.222,14.222,0.254,NA,NA,FALSE,FALSE
"5742",19880920,1988-09-20 12:00:00,1988-09-20 12:00:00,1988,9,20,12,16.222,13.833,0,NA,NA,FALSE,FALSE
"5743",19880921,1988-09-21 12:00:00,1988-09-21 12:00:00,1988,9,21,7,19,12.833,0,NA,NA,FALSE,FALSE
"5744",19880922,1988-09-22 12:00:00,1988-09-22 12:00:00,1988,9,22,7.5,21.889,13.722,0,NA,NA,FALSE,FALSE
"5745",19880923,1988-09-23 12:00:00,1988-09-23 12:00:00,1988,9,23,11.278,18.222,14.056,1.016,NA,NA,FALSE,FALSE
"5746",19880924,1988-09-24 12:00:00,1988-09-24 12:00:00,1988,9,24,9.389,15.278,13.167,0.254,NA,NA,FALSE,FALSE
"5747",19880925,1988-09-25 12:00:00,1988-09-25 12:00:00,1988,9,25,13,17.278,15.111,7.874,NA,NA,FALSE,FALSE
"5748",19880926,1988-09-26 12:00:00,1988-09-26 12:00:00,1988,9,26,15,18.778,16.667,0.254,NA,NA,FALSE,FALSE
"5749",19880927,1988-09-27 12:00:00,1988-09-27 12:00:00,1988,9,27,14.778,22,17.667,0,NA,NA,FALSE,FALSE
"5750",19880928,1988-09-28 12:00:00,1988-09-28 12:00:00,1988,9,28,13,20.278,16.278,0.508,NA,NA,FALSE,FALSE
"5751",19880929,1988-09-29 12:00:00,1988-09-29 12:00:00,1988,9,29,8,16,12.611,4.064,NA,NA,FALSE,FALSE
"5752",19880930,1988-09-30 12:00:00,1988-09-30 12:00:00,1988,9,30,3,15,8.333,0,NA,NA,FALSE,FALSE
"5753",19881001,1988-10-01 12:00:00,1988-10-01 12:00:00,1988,10,1,0.5,17,8.389,0,NA,NA,FALSE,FALSE
"5754",19881002,1988-10-02 12:00:00,1988-10-02 12:00:00,1988,10,2,3.5,18.722,10.556,0,NA,NA,FALSE,FALSE
"5755",19881003,1988-10-03 12:00:00,1988-10-03 12:00:00,1988,10,3,8.5,16,12.056,0,NA,NA,FALSE,FALSE
"5756",19881004,1988-10-04 12:00:00,1988-10-04 12:00:00,1988,10,4,8.389,18,12.833,0,NA,NA,FALSE,FALSE
"5757",19881005,1988-10-05 12:00:00,1988-10-05 12:00:00,1988,10,5,9.611,17.111,12.333,0.254,NA,NA,FALSE,FALSE
"5758",19881006,1988-10-06 12:00:00,1988-10-06 12:00:00,1988,10,6,9.611,15,11.611,18.034,NA,NA,FALSE,FALSE
"5759",19881007,1988-10-07 12:00:00,1988-10-07 12:00:00,1988,10,7,8.778,14,10.833,5.08,NA,NA,FALSE,FALSE
"5760",19881008,1988-10-08 12:00:00,1988-10-08 12:00:00,1988,10,8,8.611,12.722,10.444,0,NA,NA,FALSE,FALSE
"5761",19881009,1988-10-09 12:00:00,1988-10-09 12:00:00,1988,10,9,11,19,14.5,1.524,NA,NA,FALSE,FALSE
"5762",19881010,1988-10-10 12:00:00,1988-10-10 12:00:00,1988,10,10,5,15,11.5,3.048,NA,NA,FALSE,FALSE
"5763",19881011,1988-10-11 12:00:00,1988-10-11 12:00:00,1988,10,11,4.5,10.278,8.222,4.064,NA,NA,FALSE,FALSE
"5764",19881012,1988-10-12 12:00:00,1988-10-12 12:00:00,1988,10,12,9.278,14,12.056,1.27,NA,NA,FALSE,FALSE
"5765",19881013,1988-10-13 12:00:00,1988-10-13 12:00:00,1988,10,13,7.722,17.111,12.444,0,NA,NA,FALSE,FALSE
"5766",19881014,1988-10-14 12:00:00,1988-10-14 12:00:00,1988,10,14,8,19.389,13.722,0,NA,NA,FALSE,FALSE
"5767",19881015,1988-10-15 12:00:00,1988-10-15 12:00:00,1988,10,15,10.222,15,12.333,0,NA,NA,FALSE,FALSE
"5768",19881016,1988-10-16 12:00:00,1988-10-16 12:00:00,1988,10,16,12,15,13.833,0,NA,NA,FALSE,FALSE
"5769",19881017,1988-10-17 12:00:00,1988-10-17 12:00:00,1988,10,17,12,16.389,13.944,0,NA,NA,FALSE,FALSE
"5770",19881018,1988-10-18 12:00:00,1988-10-18 12:00:00,1988,10,18,10,19,14.444,0,NA,NA,FALSE,FALSE
"5771",19881019,1988-10-19 12:00:00,1988-10-19 12:00:00,1988,10,19,13,16.222,14.778,0,NA,NA,FALSE,FALSE
"5772",19881020,1988-10-20 12:00:00,1988-10-20 12:00:00,1988,10,20,11,14.222,13.111,11.176,NA,NA,FALSE,FALSE
"5773",19881021,1988-10-21 12:00:00,1988-10-21 12:00:00,1988,10,21,6,15,11.333,1.016,NA,NA,FALSE,FALSE
"5774",19881022,1988-10-22 12:00:00,1988-10-22 12:00:00,1988,10,22,3,16,8.222,0,NA,NA,FALSE,FALSE
"5775",19881023,1988-10-23 12:00:00,1988-10-23 12:00:00,1988,10,23,2,12.278,8.222,0,NA,NA,FALSE,FALSE
"5776",19881024,1988-10-24 12:00:00,1988-10-24 12:00:00,1988,10,24,9.222,12,11,6.096,NA,NA,FALSE,FALSE
"5777",19881025,1988-10-25 12:00:00,1988-10-25 12:00:00,1988,10,25,7,14.889,10.778,4.064,NA,NA,FALSE,FALSE
"5778",19881026,1988-10-26 12:00:00,1988-10-26 12:00:00,1988,10,26,6.778,13.278,11,0,NA,NA,FALSE,FALSE
"5779",19881027,1988-10-27 12:00:00,1988-10-27 12:00:00,1988,10,27,11,19,14.278,0,NA,NA,FALSE,FALSE
"5780",19881028,1988-10-28 12:00:00,1988-10-28 12:00:00,1988,10,28,7,18.278,12.444,2.032,NA,NA,FALSE,FALSE
"5781",19881029,1988-10-29 12:00:00,1988-10-29 12:00:00,1988,10,29,-1,10.611,6.444,0,NA,NA,FALSE,FALSE
"5782",19881030,1988-10-30 12:00:00,1988-10-30 12:00:00,1988,10,30,-2,8.389,1.611,0,NA,NA,FALSE,FALSE
"5783",19881031,1988-10-31 12:00:00,1988-10-31 12:00:00,1988,10,31,-2,9.611,4.667,0,NA,NA,FALSE,FALSE
"5784",19881101,1988-11-01 12:00:00,1988-11-01 12:00:00,1988,11,1,5.611,11.389,8.222,0,NA,NA,FALSE,FALSE
"5785",19881102,1988-11-02 12:00:00,1988-11-02 12:00:00,1988,11,2,-1,9.389,5.167,3.048,NA,NA,FALSE,FALSE
"5786",19881103,1988-11-03 12:00:00,1988-11-03 12:00:00,1988,11,3,-4.389,5.278,-0.222,0,NA,NA,FALSE,FALSE
"5787",19881104,1988-11-04 12:00:00,1988-11-04 12:00:00,1988,11,4,-3.222,6,0.778,0,NA,NA,FALSE,FALSE
"5788",19881105,1988-11-05 12:00:00,1988-11-05 12:00:00,1988,11,5,-4.389,7.778,0.167,0,NA,NA,FALSE,FALSE
"5789",19881106,1988-11-06 12:00:00,1988-11-06 12:00:00,1988,11,6,-5.222,6.278,-0.556,0,NA,NA,FALSE,FALSE
"5790",19881107,1988-11-07 12:00:00,1988-11-07 12:00:00,1988,11,7,-3.222,6.389,1.722,0,NA,NA,FALSE,FALSE
"5791",19881108,1988-11-08 12:00:00,1988-11-08 12:00:00,1988,11,8,-0.389,11,5.5,0,NA,NA,FALSE,FALSE
"5792",19881109,1988-11-09 12:00:00,1988-11-09 12:00:00,1988,11,9,4,10.111,7.056,0,NA,NA,FALSE,FALSE
"5793",19881110,1988-11-10 12:00:00,1988-11-10 12:00:00,1988,11,10,6.5,11,8.444,2.032,NA,NA,FALSE,FALSE
"5794",19881111,1988-11-11 12:00:00,1988-11-11 12:00:00,1988,11,11,8.611,15.111,11.222,5.08,NA,NA,FALSE,FALSE
"5795",19881112,1988-11-12 12:00:00,1988-11-12 12:00:00,1988,11,12,8,16,11.444,0,NA,NA,FALSE,FALSE
"5796",19881113,1988-11-13 12:00:00,1988-11-13 12:00:00,1988,11,13,7.778,12.278,10.111,1.016,NA,NA,FALSE,FALSE
"5797",19881114,1988-11-14 12:00:00,1988-11-14 12:00:00,1988,11,14,5.778,10,8.333,1.27,NA,NA,FALSE,FALSE
"5798",19881115,1988-11-15 12:00:00,1988-11-15 12:00:00,1988,11,15,8.778,11,9.444,4.064,NA,NA,FALSE,FALSE
"5799",19881116,1988-11-16 12:00:00,1988-11-16 12:00:00,1988,11,16,3,11.222,8.167,0,NA,NA,FALSE,FALSE
"5800",19881117,1988-11-17 12:00:00,1988-11-17 12:00:00,1988,11,17,2,12,6.556,0,NA,NA,FALSE,FALSE
"5801",19881118,1988-11-18 12:00:00,1988-11-18 12:00:00,1988,11,18,5.5,11.278,9.389,4.064,NA,NA,FALSE,FALSE
"5802",19881119,1988-11-19 12:00:00,1988-11-19 12:00:00,1988,11,19,4,7.278,5.944,1.016,NA,NA,FALSE,FALSE
"5803",19881120,1988-11-20 12:00:00,1988-11-20 12:00:00,1988,11,20,0,4.389,2,12.954,NA,NA,FALSE,FALSE
"5804",19881121,1988-11-21 12:00:00,1988-11-21 12:00:00,1988,11,21,-8,1.278,-1.833,1.016,NA,NA,FALSE,FALSE
"5805",19881122,1988-11-22 12:00:00,1988-11-22 12:00:00,1988,11,22,-10.389,1.222,-4.667,2.032,NA,NA,FALSE,FALSE
"5806",19881123,1988-11-23 12:00:00,1988-11-23 12:00:00,1988,11,23,-1.778,3,1.833,7.112,NA,NA,FALSE,FALSE
"5807",19881124,1988-11-24 12:00:00,1988-11-24 12:00:00,1988,11,24,2.278,7,4.556,2.032,NA,NA,FALSE,FALSE
"5808",19881125,1988-11-25 12:00:00,1988-11-25 12:00:00,1988,11,25,4,7.389,5.667,0,NA,NA,FALSE,FALSE
"5809",19881126,1988-11-26 12:00:00,1988-11-26 12:00:00,1988,11,26,4,7.278,5.5,0,NA,NA,FALSE,FALSE
"5810",19881127,1988-11-27 12:00:00,1988-11-27 12:00:00,1988,11,27,3,9.111,5.278,0,NA,NA,FALSE,FALSE
"5811",19881128,1988-11-28 12:00:00,1988-11-28 12:00:00,1988,11,28,0,5.222,3.444,0,NA,NA,FALSE,FALSE
"5812",19881129,1988-11-29 12:00:00,1988-11-29 12:00:00,1988,11,29,4.222,10,7.278,4.064,NA,NA,FALSE,FALSE
"5813",19881130,1988-11-30 12:00:00,1988-11-30 12:00:00,1988,11,30,5,11.222,8.722,7.874,NA,NA,FALSE,FALSE
"5814",19881201,1988-12-01 12:00:00,1988-12-01 12:00:00,1988,12,1,6,11,9.111,12.192,NA,NA,FALSE,FALSE
"5815",19881202,1988-12-02 12:00:00,1988-12-02 12:00:00,1988,12,2,2.722,6.222,5.056,0,NA,NA,FALSE,FALSE
"5816",19881203,1988-12-03 12:00:00,1988-12-03 12:00:00,1988,12,3,2,8,4.278,4.572,NA,NA,FALSE,FALSE
"5817",19881204,1988-12-04 12:00:00,1988-12-04 12:00:00,1988,12,4,2.111,9,7.389,19.05,NA,NA,FALSE,FALSE
"5818",19881205,1988-12-05 12:00:00,1988-12-05 12:00:00,1988,12,5,5,8.389,7.167,0,NA,NA,FALSE,FALSE
"5819",19881206,1988-12-06 12:00:00,1988-12-06 12:00:00,1988,12,6,3.5,6,4.889,5.588,NA,NA,FALSE,FALSE
"5820",19881207,1988-12-07 12:00:00,1988-12-07 12:00:00,1988,12,7,2,7,4.611,3.048,NA,NA,FALSE,FALSE
"5821",19881208,1988-12-08 12:00:00,1988-12-08 12:00:00,1988,12,8,3,7.222,5.556,0.254,NA,NA,FALSE,FALSE
"5822",19881209,1988-12-09 12:00:00,1988-12-09 12:00:00,1988,12,9,4,8,6.444,4.064,NA,NA,FALSE,FALSE
"5823",19881210,1988-12-10 12:00:00,1988-12-10 12:00:00,1988,12,10,4,10.389,9.222,9.906,NA,NA,FALSE,FALSE
"5824",19881211,1988-12-11 12:00:00,1988-12-11 12:00:00,1988,12,11,6.778,9.278,8.611,1.016,NA,NA,FALSE,FALSE
"5825",19881212,1988-12-12 12:00:00,1988-12-12 12:00:00,1988,12,12,6,8.5,7,5.08,NA,NA,FALSE,FALSE
"5826",19881213,1988-12-13 12:00:00,1988-12-13 12:00:00,1988,12,13,5.389,8,6.778,0.508,NA,NA,FALSE,FALSE
"5827",19881214,1988-12-14 12:00:00,1988-12-14 12:00:00,1988,12,14,6,7.278,6.889,0,NA,NA,FALSE,FALSE
"5828",19881215,1988-12-15 12:00:00,1988-12-15 12:00:00,1988,12,15,-2,7,4.556,4.318,NA,NA,FALSE,FALSE
"5829",19881216,1988-12-16 12:00:00,1988-12-16 12:00:00,1988,12,16,-4,3,-0.611,0,NA,NA,FALSE,FALSE
"5830",19881217,1988-12-17 12:00:00,1988-12-17 12:00:00,1988,12,17,0.778,5,2.833,2.032,NA,NA,FALSE,FALSE
"5831",19881218,1988-12-18 12:00:00,1988-12-18 12:00:00,1988,12,18,3.111,8,6.389,1.016,NA,NA,FALSE,FALSE
"5832",19881219,1988-12-19 12:00:00,1988-12-19 12:00:00,1988,12,19,5,11,7.944,23.876,NA,NA,FALSE,FALSE
"5833",19881220,1988-12-20 12:00:00,1988-12-20 12:00:00,1988,12,20,3,6,4.556,4.064,NA,NA,FALSE,FALSE
"5834",19881221,1988-12-21 12:00:00,1988-12-21 12:00:00,1988,12,21,1.889,8,5.444,7.112,NA,NA,FALSE,FALSE
"5835",19881222,1988-12-22 12:00:00,1988-12-22 12:00:00,1988,12,22,6.889,10,8.944,1.016,NA,NA,FALSE,FALSE
"5836",19881223,1988-12-23 12:00:00,1988-12-23 12:00:00,1988,12,23,7.778,11.222,9.111,1.016,NA,NA,FALSE,FALSE
"5837",19881224,1988-12-24 12:00:00,1988-12-24 12:00:00,1988,12,24,2,11,8.556,8.382,NA,NA,FALSE,FALSE
"5838",19881225,1988-12-25 12:00:00,1988-12-25 12:00:00,1988,12,25,1.778,10.111,7.389,1.016,NA,NA,FALSE,FALSE
"5839",19881226,1988-12-26 12:00:00,1988-12-26 12:00:00,1988,12,26,7,10,8.5,0,NA,NA,FALSE,FALSE
"5840",19881227,1988-12-27 12:00:00,1988-12-27 12:00:00,1988,12,27,7.389,11,9.722,2.032,NA,NA,FALSE,FALSE
"5841",19881228,1988-12-28 12:00:00,1988-12-28 12:00:00,1988,12,28,7.889,10.278,9,0.508,NA,NA,FALSE,FALSE
"5842",19881229,1988-12-29 12:00:00,1988-12-29 12:00:00,1988,12,29,0,11.389,6.889,0,NA,NA,FALSE,FALSE
"5843",19881230,1988-12-30 12:00:00,1988-12-30 12:00:00,1988,12,30,-0.111,4,2.611,0,NA,NA,FALSE,FALSE
"5844",19881231,1988-12-31 12:00:00,1988-12-31 12:00:00,1988,12,31,2.889,6.111,5.056,0.508,NA,NA,FALSE,FALSE
"5845",19890101,1989-01-01 12:00:00,1989-01-01 12:00:00,1989,1,1,5,6.5,6,0.254,NA,NA,FALSE,FALSE
"5846",19890102,1989-01-02 12:00:00,1989-01-02 12:00:00,1989,1,2,2.889,8,5.444,0,NA,NA,FALSE,FALSE
"5847",19890103,1989-01-03 12:00:00,1989-01-03 12:00:00,1989,1,3,-1,6.278,2.5,0,NA,NA,FALSE,FALSE
"5848",19890104,1989-01-04 12:00:00,1989-01-04 12:00:00,1989,1,4,-1.222,8,3.667,0,NA,NA,FALSE,FALSE
"5849",19890105,1989-01-05 12:00:00,1989-01-05 12:00:00,1989,1,5,3.722,7.278,5.278,1.524,NA,NA,FALSE,FALSE
"5850",19890106,1989-01-06 12:00:00,1989-01-06 12:00:00,1989,1,6,3.889,10,7.444,13.462,NA,NA,FALSE,FALSE
"5851",19890107,1989-01-07 12:00:00,1989-01-07 12:00:00,1989,1,7,3.611,8,6.167,2.032,NA,NA,FALSE,FALSE
"5852",19890108,1989-01-08 12:00:00,1989-01-08 12:00:00,1989,1,8,6.889,10.5,8.944,2.032,NA,NA,FALSE,FALSE
"5853",19890109,1989-01-09 12:00:00,1989-01-09 12:00:00,1989,1,9,8,10.222,8.778,0.254,NA,NA,FALSE,FALSE
"5854",19890110,1989-01-10 12:00:00,1989-01-10 12:00:00,1989,1,10,6,10,7.611,1.27,NA,NA,FALSE,FALSE
"5855",19890111,1989-01-11 12:00:00,1989-01-11 12:00:00,1989,1,11,0.722,8,3.722,0.508,NA,NA,FALSE,FALSE
