"SSP_Time","GCM","Year","Frost"
"SSP1 2085","AWI-CM-1-1-MR",2095,0
"SSP1 2085","AWI-CM-1-1-MR",2096,0
"SSP1 2085","AWI-CM-1-1-MR",2097,4
"SSP1 2085","AWI-CM-1-1-MR",2098,0
"SSP1 2085","AWI-CM-1-1-MR",2099,2
"SSP1 2085","AWI-CM-1-1-MR",2100,0
"SSP1 2085","CMCC-ESM2",2002,0
"SSP1 2085","CMCC-ESM2",2003,0
"SSP1 2085","CMCC-ESM2",2004,0
"SSP1 2085","CMCC-ESM2",2005,9
"SSP1 2085","CMCC-ESM2",2006,2
"SSP1 2085","CMCC-ESM2",2007,10
"SSP1 2085","CMCC-ESM2",2008,5
"SSP1 2085","CMCC-ESM2",2009,0
"SSP1 2085","CMCC-ESM2",2010,13
"SSP1 2085","CMCC-ESM2",2011,3
"SSP1 2085","CMCC-ESM2",2012,0
"SSP1 2085","CMCC-ESM2",2013,2
"SSP1 2085","CMCC-ESM2",2014,0
"SSP1 2085","CMCC-ESM2",2015,8
"SSP1 2085","CMCC-ESM2",2016,0
"SSP1 2085","CMCC-ESM2",2017,5
"SSP1 2085","CMCC-ESM2",2018,0
"SSP1 2085","CMCC-ESM2",2019,4
"SSP1 2085","CMCC-ESM2",2020,29
"SSP1 2085","CMCC-ESM2",2021,0
"SSP1 2085","CMCC-ESM2",2022,14
"SSP1 2085","CMCC-ESM2",2023,0
"SSP1 2085","CMCC-ESM2",2024,0
"SSP1 2085","CMCC-ESM2",2025,0
"SSP1 2085","CMCC-ESM2",2026,9
"SSP1 2085","CMCC-ESM2",2027,0
"SSP1 2085","CMCC-ESM2",2028,8
"SSP1 2085","CMCC-ESM2",2029,4
"SSP1 2085","CMCC-ESM2",2030,0
"SSP1 2085","CMCC-ESM2",2031,3
"SSP1 2085","CMCC-ESM2",2032,6
"SSP1 2085","CMCC-ESM2",2033,32
"SSP1 2085","CMCC-ESM2",2034,1
"SSP1 2085","CMCC-ESM2",2035,0
"SSP1 2085","CMCC-ESM2",2036,1
"SSP1 2085","CMCC-ESM2",2037,0
"SSP1 2085","CMCC-ESM2",2038,0
"SSP1 2085","CMCC-ESM2",2039,5
"SSP1 2085","CMCC-ESM2",2040,0
"SSP1 2085","CMCC-ESM2",2041,1
"SSP1 2085","CMCC-ESM2",2042,0
"SSP1 2085","CMCC-ESM2",2043,0
"SSP1 2085","CMCC-ESM2",2044,21
"SSP1 2085","CMCC-ESM2",2045,0
"SSP1 2085","CMCC-ESM2",2046,7
"SSP1 2085","CMCC-ESM2",2047,21
"SSP1 2085","CMCC-ESM2",2048,12
"SSP1 2085","CMCC-ESM2",2049,0
"SSP1 2085","CMCC-ESM2",2050,11
"SSP1 2085","CMCC-ESM2",2051,13
"SSP1 2085","CMCC-ESM2",2052,0
"SSP1 2085","CMCC-ESM2",2053,0
"SSP1 2085","CMCC-ESM2",2054,0
"SSP1 2085","CMCC-ESM2",2055,0
"SSP1 2085","CMCC-ESM2",2056,2
"SSP1 2085","CMCC-ESM2",2057,0
"SSP1 2085","CMCC-ESM2",2058,26
"SSP1 2085","CMCC-ESM2",2059,4
"SSP1 2085","CMCC-ESM2",2060,0
"SSP1 2085","CMCC-ESM2",2061,0
"SSP1 2085","CMCC-ESM2",2062,24
"SSP1 2085","CMCC-ESM2",2063,0
"SSP1 2085","CMCC-ESM2",2064,0
"SSP1 2085","CMCC-ESM2",2065,3
"SSP1 2085","CMCC-ESM2",2066,22
"SSP1 2085","CMCC-ESM2",2067,5
"SSP1 2085","CMCC-ESM2",2068,0
"SSP1 2085","CMCC-ESM2",2069,0
"SSP1 2085","CMCC-ESM2",2070,0
"SSP1 2085","CMCC-ESM2",2071,8
"SSP1 2085","CMCC-ESM2",2072,0
"SSP1 2085","CMCC-ESM2",2073,0
"SSP1 2085","CMCC-ESM2",2074,4
"SSP1 2085","CMCC-ESM2",2075,0
"SSP1 2085","CMCC-ESM2",2076,0
"SSP1 2085","CMCC-ESM2",2077,0
"SSP1 2085","CMCC-ESM2",2078,0
"SSP1 2085","CMCC-ESM2",2079,0
"SSP1 2085","CMCC-ESM2",2080,15
"SSP1 2085","CMCC-ESM2",2081,2
"SSP1 2085","CMCC-ESM2",2082,0
"SSP1 2085","CMCC-ESM2",2083,11
"SSP1 2085","CMCC-ESM2",2084,24
"SSP1 2085","CMCC-ESM2",2085,0
"SSP1 2085","CMCC-ESM2",2086,0
"SSP1 2085","CMCC-ESM2",2087,2
"SSP1 2085","CMCC-ESM2",2088,60
"SSP1 2085","CMCC-ESM2",2089,0
"SSP1 2085","CMCC-ESM2",2090,4
"SSP1 2085","CMCC-ESM2",2091,0
"SSP1 2085","CMCC-ESM2",2092,6
"SSP1 2085","CMCC-ESM2",2093,0
"SSP1 2085","CMCC-ESM2",2094,2
"SSP1 2085","CMCC-ESM2",2095,0
"SSP1 2085","CMCC-ESM2",2096,0
"SSP1 2085","CMCC-ESM2",2097,0
"SSP1 2085","CMCC-ESM2",2098,0
"SSP1 2085","CMCC-ESM2",2099,0
"SSP1 2085","CMCC-ESM2",2100,26
"SSP1 2085","CNRM-CM6-1-HR",2002,0
"SSP1 2085","CNRM-CM6-1-HR",2003,0
"SSP1 2085","CNRM-CM6-1-HR",2004,3
"SSP1 2085","CNRM-CM6-1-HR",2005,0
"SSP1 2085","CNRM-CM6-1-HR",2006,54
"SSP1 2085","CNRM-CM6-1-HR",2007,9
"SSP1 2085","CNRM-CM6-1-HR",2008,14
"SSP1 2085","CNRM-CM6-1-HR",2009,0
"SSP1 2085","CNRM-CM6-1-HR",2010,15
"SSP1 2085","CNRM-CM6-1-HR",2011,14
"SSP1 2085","CNRM-CM6-1-HR",2012,0
"SSP1 2085","CNRM-CM6-1-HR",2013,0
"SSP1 2085","CNRM-CM6-1-HR",2014,0
"SSP1 2085","CNRM-CM6-1-HR",2015,10
"SSP1 2085","CNRM-CM6-1-HR",2016,3
"SSP1 2085","CNRM-CM6-1-HR",2017,5
"SSP1 2085","CNRM-CM6-1-HR",2018,0
"SSP1 2085","CNRM-CM6-1-HR",2019,8
"SSP1 2085","CNRM-CM6-1-HR",2020,0
"SSP1 2085","CNRM-CM6-1-HR",2021,28
"SSP1 2085","CNRM-CM6-1-HR",2022,30
"SSP1 2085","CNRM-CM6-1-HR",2023,6
"SSP1 2085","CNRM-CM6-1-HR",2024,0
"SSP1 2085","CNRM-CM6-1-HR",2025,0
"SSP1 2085","CNRM-CM6-1-HR",2026,0
"SSP1 2085","CNRM-CM6-1-HR",2027,0
"SSP1 2085","CNRM-CM6-1-HR",2028,6
"SSP1 2085","CNRM-CM6-1-HR",2029,6
"SSP1 2085","CNRM-CM6-1-HR",2030,4
"SSP1 2085","CNRM-CM6-1-HR",2031,15
"SSP1 2085","CNRM-CM6-1-HR",2032,0
"SSP1 2085","CNRM-CM6-1-HR",2033,21
"SSP1 2085","CNRM-CM6-1-HR",2034,2
"SSP1 2085","CNRM-CM6-1-HR",2035,0
"SSP1 2085","CNRM-CM6-1-HR",2036,11
"SSP1 2085","CNRM-CM6-1-HR",2037,0
"SSP1 2085","CNRM-CM6-1-HR",2038,0
"SSP1 2085","CNRM-CM6-1-HR",2039,0
"SSP1 2085","CNRM-CM6-1-HR",2040,0
"SSP1 2085","CNRM-CM6-1-HR",2041,0
"SSP1 2085","CNRM-CM6-1-HR",2042,0
"SSP1 2085","CNRM-CM6-1-HR",2043,2
"SSP1 2085","CNRM-CM6-1-HR",2044,15
"SSP1 2085","CNRM-CM6-1-HR",2045,2
"SSP1 2085","CNRM-CM6-1-HR",2046,7
"SSP1 2085","CNRM-CM6-1-HR",2047,37
"SSP1 2085","CNRM-CM6-1-HR",2048,25
"SSP1 2085","CNRM-CM6-1-HR",2049,0
"SSP1 2085","CNRM-CM6-1-HR",2050,7
"SSP1 2085","CNRM-CM6-1-HR",2051,14
"SSP1 2085","CNRM-CM6-1-HR",2052,1
"SSP1 2085","CNRM-CM6-1-HR",2053,0
"SSP1 2085","CNRM-CM6-1-HR",2054,4
"SSP1 2085","CNRM-CM6-1-HR",2055,0
"SSP1 2085","CNRM-CM6-1-HR",2056,0
"SSP1 2085","CNRM-CM6-1-HR",2057,0
"SSP1 2085","CNRM-CM6-1-HR",2058,6
"SSP1 2085","CNRM-CM6-1-HR",2059,3
"SSP1 2085","CNRM-CM6-1-HR",2060,3
"SSP1 2085","CNRM-CM6-1-HR",2061,0
"SSP1 2085","CNRM-CM6-1-HR",2062,36
"SSP1 2085","CNRM-CM6-1-HR",2063,0
"SSP1 2085","CNRM-CM6-1-HR",2064,0
"SSP1 2085","CNRM-CM6-1-HR",2065,0
"SSP1 2085","CNRM-CM6-1-HR",2066,22
"SSP1 2085","CNRM-CM6-1-HR",2067,0
"SSP1 2085","CNRM-CM6-1-HR",2068,0
"SSP1 2085","CNRM-CM6-1-HR",2069,3
"SSP1 2085","CNRM-CM6-1-HR",2070,0
"SSP1 2085","CNRM-CM6-1-HR",2071,15
"SSP1 2085","CNRM-CM6-1-HR",2072,0
"SSP1 2085","CNRM-CM6-1-HR",2073,0
"SSP1 2085","CNRM-CM6-1-HR",2074,5
"SSP1 2085","CNRM-CM6-1-HR",2075,0
"SSP1 2085","CNRM-CM6-1-HR",2076,0
"SSP1 2085","CNRM-CM6-1-HR",2077,3
"SSP1 2085","CNRM-CM6-1-HR",2078,0
"SSP1 2085","CNRM-CM6-1-HR",2079,8
"SSP1 2085","CNRM-CM6-1-HR",2080,7
"SSP1 2085","CNRM-CM6-1-HR",2081,0
"SSP1 2085","CNRM-CM6-1-HR",2082,0
"SSP1 2085","CNRM-CM6-1-HR",2083,4
"SSP1 2085","CNRM-CM6-1-HR",2084,24
"SSP1 2085","CNRM-CM6-1-HR",2085,0
"SSP1 2085","CNRM-CM6-1-HR",2086,0
"SSP1 2085","CNRM-CM6-1-HR",2087,2
"SSP1 2085","CNRM-CM6-1-HR",2088,43
"SSP1 2085","CNRM-CM6-1-HR",2089,0
"SSP1 2085","CNRM-CM6-1-HR",2090,7
"SSP1 2085","CNRM-CM6-1-HR",2091,0
"SSP1 2085","CNRM-CM6-1-HR",2092,6
"SSP1 2085","CNRM-CM6-1-HR",2093,1
"SSP1 2085","CNRM-CM6-1-HR",2094,12
"SSP1 2085","CNRM-CM6-1-HR",2095,0
"SSP1 2085","CNRM-CM6-1-HR",2096,0
"SSP1 2085","CNRM-CM6-1-HR",2097,0
"SSP1 2085","CNRM-CM6-1-HR",2098,0
"SSP1 2085","CNRM-CM6-1-HR",2099,0
"SSP1 2085","CNRM-CM6-1-HR",2100,15
"SSP1 2085","CNRM-ESM2-1",2002,0
"SSP1 2085","CNRM-ESM2-1",2003,4
"SSP1 2085","CNRM-ESM2-1",2004,0
"SSP1 2085","CNRM-ESM2-1",2005,0
"SSP1 2085","CNRM-ESM2-1",2006,6
"SSP1 2085","CNRM-ESM2-1",2007,9
"SSP1 2085","CNRM-ESM2-1",2008,11
"SSP1 2085","CNRM-ESM2-1",2009,3
"SSP1 2085","CNRM-ESM2-1",2010,13
"SSP1 2085","CNRM-ESM2-1",2011,5
"SSP1 2085","CNRM-ESM2-1",2012,10
"SSP1 2085","CNRM-ESM2-1",2013,0
"SSP1 2085","CNRM-ESM2-1",2014,0
"SSP1 2085","CNRM-ESM2-1",2015,0
"SSP1 2085","CNRM-ESM2-1",2016,1
"SSP1 2085","CNRM-ESM2-1",2017,7
"SSP1 2085","CNRM-ESM2-1",2018,0
"SSP1 2085","CNRM-ESM2-1",2019,0
"SSP1 2085","CNRM-ESM2-1",2020,0
"SSP1 2085","CNRM-ESM2-1",2021,4
"SSP1 2085","CNRM-ESM2-1",2022,9
"SSP1 2085","CNRM-ESM2-1",2023,0
"SSP1 2085","CNRM-ESM2-1",2024,1
"SSP1 2085","CNRM-ESM2-1",2025,3
"SSP1 2085","CNRM-ESM2-1",2026,0
"SSP1 2085","CNRM-ESM2-1",2027,0
"SSP1 2085","CNRM-ESM2-1",2028,0
"SSP1 2085","CNRM-ESM2-1",2029,6
"SSP1 2085","CNRM-ESM2-1",2030,3
"SSP1 2085","CNRM-ESM2-1",2031,1
"SSP1 2085","CNRM-ESM2-1",2032,0
"SSP1 2085","CNRM-ESM2-1",2033,0
"SSP1 2085","CNRM-ESM2-1",2034,12
"SSP1 2085","CNRM-ESM2-1",2035,0
"SSP1 2085","CNRM-ESM2-1",2036,0
"SSP1 2085","CNRM-ESM2-1",2037,0
"SSP1 2085","CNRM-ESM2-1",2038,7
"SSP1 2085","CNRM-ESM2-1",2039,0
"SSP1 2085","CNRM-ESM2-1",2040,7
"SSP1 2085","CNRM-ESM2-1",2041,0
"SSP1 2085","CNRM-ESM2-1",2042,19
"SSP1 2085","CNRM-ESM2-1",2043,20
"SSP1 2085","CNRM-ESM2-1",2044,4
"SSP1 2085","CNRM-ESM2-1",2045,11
"SSP1 2085","CNRM-ESM2-1",2046,23
"SSP1 2085","CNRM-ESM2-1",2047,0
"SSP1 2085","CNRM-ESM2-1",2048,2
"SSP1 2085","CNRM-ESM2-1",2049,0
"SSP1 2085","CNRM-ESM2-1",2050,0
"SSP1 2085","CNRM-ESM2-1",2051,1
"SSP1 2085","CNRM-ESM2-1",2052,0
"SSP1 2085","CNRM-ESM2-1",2053,19
"SSP1 2085","CNRM-ESM2-1",2054,4
"SSP1 2085","CNRM-ESM2-1",2055,0
"SSP1 2085","CNRM-ESM2-1",2056,16
"SSP1 2085","CNRM-ESM2-1",2057,10
"SSP1 2085","CNRM-ESM2-1",2058,0
"SSP1 2085","CNRM-ESM2-1",2059,5
"SSP1 2085","CNRM-ESM2-1",2060,3
"SSP1 2085","CNRM-ESM2-1",2061,4
"SSP1 2085","CNRM-ESM2-1",2062,9
"SSP1 2085","CNRM-ESM2-1",2063,2
"SSP1 2085","CNRM-ESM2-1",2064,0
"SSP1 2085","CNRM-ESM2-1",2065,0
"SSP1 2085","CNRM-ESM2-1",2066,0
"SSP1 2085","CNRM-ESM2-1",2067,0
"SSP1 2085","CNRM-ESM2-1",2068,10
"SSP1 2085","CNRM-ESM2-1",2069,0
"SSP1 2085","CNRM-ESM2-1",2070,0
"SSP1 2085","CNRM-ESM2-1",2071,4
"SSP1 2085","CNRM-ESM2-1",2072,0
"SSP1 2085","CNRM-ESM2-1",2073,0
"SSP1 2085","CNRM-ESM2-1",2074,1
"SSP1 2085","CNRM-ESM2-1",2075,0
"SSP1 2085","CNRM-ESM2-1",2076,4
"SSP1 2085","CNRM-ESM2-1",2077,0
"SSP1 2085","CNRM-ESM2-1",2078,0
"SSP1 2085","CNRM-ESM2-1",2079,0
"SSP1 2085","CNRM-ESM2-1",2080,7
"SSP1 2085","CNRM-ESM2-1",2081,0
"SSP1 2085","CNRM-ESM2-1",2082,10
"SSP1 2085","CNRM-ESM2-1",2083,0
"SSP1 2085","CNRM-ESM2-1",2084,4
"SSP1 2085","CNRM-ESM2-1",2085,7
"SSP1 2085","CNRM-ESM2-1",2086,17
"SSP1 2085","CNRM-ESM2-1",2087,3
"SSP1 2085","CNRM-ESM2-1",2088,1
"SSP1 2085","CNRM-ESM2-1",2089,0
"SSP1 2085","CNRM-ESM2-1",2090,4
"SSP1 2085","CNRM-ESM2-1",2091,0
"SSP1 2085","CNRM-ESM2-1",2092,28
"SSP1 2085","CNRM-ESM2-1",2093,0
"SSP1 2085","CNRM-ESM2-1",2094,2
"SSP1 2085","CNRM-ESM2-1",2095,0
"SSP1 2085","CNRM-ESM2-1",2096,0
"SSP1 2085","CNRM-ESM2-1",2097,0
"SSP1 2085","CNRM-ESM2-1",2098,0
"SSP1 2085","CNRM-ESM2-1",2099,2
"SSP1 2085","CNRM-ESM2-1",2100,0
"SSP1 2085","EC-Earth3-Veg-LR",2002,0
"SSP1 2085","EC-Earth3-Veg-LR",2003,4
"SSP1 2085","EC-Earth3-Veg-LR",2004,0
"SSP1 2085","EC-Earth3-Veg-LR",2005,0
"SSP1 2085","EC-Earth3-Veg-LR",2006,6
"SSP1 2085","EC-Earth3-Veg-LR",2007,9
"SSP1 2085","EC-Earth3-Veg-LR",2008,11
"SSP1 2085","EC-Earth3-Veg-LR",2009,5
"SSP1 2085","EC-Earth3-Veg-LR",2010,20
"SSP1 2085","EC-Earth3-Veg-LR",2011,5
"SSP1 2085","EC-Earth3-Veg-LR",2012,6
"SSP1 2085","EC-Earth3-Veg-LR",2013,0
"SSP1 2085","EC-Earth3-Veg-LR",2014,0
"SSP1 2085","EC-Earth3-Veg-LR",2015,0
"SSP1 2085","EC-Earth3-Veg-LR",2016,1
"SSP1 2085","EC-Earth3-Veg-LR",2017,14
"SSP1 2085","EC-Earth3-Veg-LR",2018,0
"SSP1 2085","EC-Earth3-Veg-LR",2019,0
"SSP1 2085","EC-Earth3-Veg-LR",2020,0
"SSP1 2085","EC-Earth3-Veg-LR",2021,6
"SSP1 2085","EC-Earth3-Veg-LR",2022,9
"SSP1 2085","EC-Earth3-Veg-LR",2023,0
"SSP1 2085","EC-Earth3-Veg-LR",2024,1
"SSP1 2085","EC-Earth3-Veg-LR",2025,3
"SSP1 2085","EC-Earth3-Veg-LR",2026,0
"SSP1 2085","EC-Earth3-Veg-LR",2027,0
"SSP1 2085","EC-Earth3-Veg-LR",2028,0
"SSP1 2085","EC-Earth3-Veg-LR",2029,5
"SSP1 2085","EC-Earth3-Veg-LR",2030,3
"SSP1 2085","EC-Earth3-Veg-LR",2031,6
"SSP1 2085","EC-Earth3-Veg-LR",2032,0
"SSP1 2085","EC-Earth3-Veg-LR",2033,0
"SSP1 2085","EC-Earth3-Veg-LR",2034,9
"SSP1 2085","EC-Earth3-Veg-LR",2035,0
"SSP1 2085","EC-Earth3-Veg-LR",2036,0
"SSP1 2085","EC-Earth3-Veg-LR",2037,0
"SSP1 2085","EC-Earth3-Veg-LR",2038,7
"SSP1 2085","EC-Earth3-Veg-LR",2039,0
"SSP1 2085","EC-Earth3-Veg-LR",2040,7
"SSP1 2085","EC-Earth3-Veg-LR",2041,0
"SSP1 2085","EC-Earth3-Veg-LR",2042,21
"SSP1 2085","EC-Earth3-Veg-LR",2043,20
"SSP1 2085","EC-Earth3-Veg-LR",2044,3
"SSP1 2085","EC-Earth3-Veg-LR",2045,9
"SSP1 2085","EC-Earth3-Veg-LR",2046,14
"SSP1 2085","EC-Earth3-Veg-LR",2047,0
"SSP1 2085","EC-Earth3-Veg-LR",2048,0
"SSP1 2085","EC-Earth3-Veg-LR",2049,0
"SSP1 2085","EC-Earth3-Veg-LR",2050,0
"SSP1 2085","EC-Earth3-Veg-LR",2051,1
"SSP1 2085","EC-Earth3-Veg-LR",2052,0
"SSP1 2085","EC-Earth3-Veg-LR",2053,21
"SSP1 2085","EC-Earth3-Veg-LR",2054,4
"SSP1 2085","EC-Earth3-Veg-LR",2055,0
"SSP1 2085","EC-Earth3-Veg-LR",2056,9
"SSP1 2085","EC-Earth3-Veg-LR",2057,10
"SSP1 2085","EC-Earth3-Veg-LR",2058,0
"SSP1 2085","EC-Earth3-Veg-LR",2059,5
"SSP1 2085","EC-Earth3-Veg-LR",2060,2
"SSP1 2085","EC-Earth3-Veg-LR",2061,4
"SSP1 2085","EC-Earth3-Veg-LR",2062,8
"SSP1 2085","EC-Earth3-Veg-LR",2063,2
"SSP1 2085","EC-Earth3-Veg-LR",2064,0
"SSP1 2085","EC-Earth3-Veg-LR",2065,0
"SSP1 2085","EC-Earth3-Veg-LR",2066,0
"SSP1 2085","EC-Earth3-Veg-LR",2067,0
"SSP1 2085","EC-Earth3-Veg-LR",2068,10
"SSP1 2085","EC-Earth3-Veg-LR",2069,0
"SSP1 2085","EC-Earth3-Veg-LR",2070,0
"SSP1 2085","EC-Earth3-Veg-LR",2071,4
"SSP1 2085","EC-Earth3-Veg-LR",2072,0
"SSP1 2085","EC-Earth3-Veg-LR",2073,0
"SSP1 2085","EC-Earth3-Veg-LR",2074,19
"SSP1 2085","EC-Earth3-Veg-LR",2075,1
"SSP1 2085","EC-Earth3-Veg-LR",2076,2
"SSP1 2085","EC-Earth3-Veg-LR",2077,0
"SSP1 2085","EC-Earth3-Veg-LR",2078,0
"SSP1 2085","EC-Earth3-Veg-LR",2079,0
"SSP1 2085","EC-Earth3-Veg-LR",2080,5
"SSP1 2085","EC-Earth3-Veg-LR",2081,0
"SSP1 2085","EC-Earth3-Veg-LR",2082,5
"SSP1 2085","EC-Earth3-Veg-LR",2083,0
"SSP1 2085","EC-Earth3-Veg-LR",2084,4
"SSP1 2085","EC-Earth3-Veg-LR",2085,7
"SSP1 2085","EC-Earth3-Veg-LR",2086,16
"SSP1 2085","EC-Earth3-Veg-LR",2087,3
"SSP1 2085","EC-Earth3-Veg-LR",2088,1
"SSP1 2085","EC-Earth3-Veg-LR",2089,0
"SSP1 2085","EC-Earth3-Veg-LR",2090,11
"SSP1 2085","EC-Earth3-Veg-LR",2091,0
"SSP1 2085","EC-Earth3-Veg-LR",2092,20
"SSP1 2085","EC-Earth3-Veg-LR",2093,0
"SSP1 2085","EC-Earth3-Veg-LR",2094,0
"SSP1 2085","EC-Earth3-Veg-LR",2095,0
"SSP1 2085","EC-Earth3-Veg-LR",2096,0
"SSP1 2085","EC-Earth3-Veg-LR",2097,0
"SSP1 2085","EC-Earth3-Veg-LR",2098,0
"SSP1 2085","EC-Earth3-Veg-LR",2099,6
"SSP1 2085","EC-Earth3-Veg-LR",2100,0
"SSP1 2085","FGOALS-g3",2002,0
"SSP1 2085","FGOALS-g3",2003,0
"SSP1 2085","FGOALS-g3",2004,0
"SSP1 2085","FGOALS-g3",2005,0
"SSP1 2085","FGOALS-g3",2006,7
"SSP1 2085","FGOALS-g3",2007,6
"SSP1 2085","FGOALS-g3",2008,14
"SSP1 2085","FGOALS-g3",2009,0
"SSP1 2085","FGOALS-g3",2010,12
"SSP1 2085","FGOALS-g3",2011,7
"SSP1 2085","FGOALS-g3",2012,3
"SSP1 2085","FGOALS-g3",2013,0
"SSP1 2085","FGOALS-g3",2014,0
"SSP1 2085","FGOALS-g3",2015,0
"SSP1 2085","FGOALS-g3",2016,1
"SSP1 2085","FGOALS-g3",2017,13
"SSP1 2085","FGOALS-g3",2018,0
"SSP1 2085","FGOALS-g3",2019,0
"SSP1 2085","FGOALS-g3",2020,0
"SSP1 2085","FGOALS-g3",2021,18
"SSP1 2085","FGOALS-g3",2022,5
"SSP1 2085","FGOALS-g3",2023,0
"SSP1 2085","FGOALS-g3",2024,4
"SSP1 2085","FGOALS-g3",2025,0
"SSP1 2085","FGOALS-g3",2026,0
"SSP1 2085","FGOALS-g3",2027,0
"SSP1 2085","FGOALS-g3",2028,0
"SSP1 2085","FGOALS-g3",2029,4
"SSP1 2085","FGOALS-g3",2030,4
"SSP1 2085","FGOALS-g3",2031,20
"SSP1 2085","FGOALS-g3",2032,0
"SSP1 2085","FGOALS-g3",2033,9
"SSP1 2085","FGOALS-g3",2034,1
"SSP1 2085","FGOALS-g3",2035,0
"SSP1 2085","FGOALS-g3",2036,4
"SSP1 2085","FGOALS-g3",2037,0
"SSP1 2085","FGOALS-g3",2038,0
"SSP1 2085","FGOALS-g3",2039,0
"SSP1 2085","FGOALS-g3",2040,0
"SSP1 2085","FGOALS-g3",2041,0
"SSP1 2085","FGOALS-g3",2042,5
"SSP1 2085","FGOALS-g3",2043,0
"SSP1 2085","FGOALS-g3",2044,4
"SSP1 2085","FGOALS-g3",2045,12
"SSP1 2085","FGOALS-g3",2046,1
"SSP1 2085","FGOALS-g3",2047,0
"SSP1 2085","FGOALS-g3",2048,0
"SSP1 2085","FGOALS-g3",2049,0
"SSP1 2085","FGOALS-g3",2050,0
"SSP1 2085","FGOALS-g3",2051,0
"SSP1 2085","FGOALS-g3",2052,0
"SSP1 2085","FGOALS-g3",2053,6
"SSP1 2085","FGOALS-g3",2054,3
"SSP1 2085","FGOALS-g3",2055,0
"SSP1 2085","FGOALS-g3",2056,0
"SSP1 2085","FGOALS-g3",2057,4
"SSP1 2085","FGOALS-g3",2058,25
"SSP1 2085","FGOALS-g3",2059,5
"SSP1 2085","FGOALS-g3",2060,3
"SSP1 2085","FGOALS-g3",2061,0
"SSP1 2085","FGOALS-g3",2062,0
"SSP1 2085","FGOALS-g3",2063,4
"SSP1 2085","FGOALS-g3",2064,0
"SSP1 2085","FGOALS-g3",2065,0
"SSP1 2085","FGOALS-g3",2066,11
"SSP1 2085","FGOALS-g3",2067,0
"SSP1 2085","FGOALS-g3",2068,29
"SSP1 2085","FGOALS-g3",2069,0
"SSP1 2085","FGOALS-g3",2070,0
"SSP1 2085","FGOALS-g3",2071,2
"SSP1 2085","FGOALS-g3",2072,0
"SSP1 2085","FGOALS-g3",2073,0
"SSP1 2085","FGOALS-g3",2074,23
"SSP1 2085","FGOALS-g3",2075,0
"SSP1 2085","FGOALS-g3",2076,0
"SSP1 2085","FGOALS-g3",2077,0
"SSP1 2085","FGOALS-g3",2078,0
"SSP1 2085","FGOALS-g3",2079,0
"SSP1 2085","FGOALS-g3",2080,0
"SSP1 2085","FGOALS-g3",2081,0
"SSP1 2085","FGOALS-g3",2082,0
"SSP1 2085","FGOALS-g3",2083,0
"SSP1 2085","FGOALS-g3",2084,0
"SSP1 2085","FGOALS-g3",2085,0
"SSP1 2085","FGOALS-g3",2086,13
"SSP1 2085","FGOALS-g3",2087,0
"SSP1 2085","FGOALS-g3",2088,0
"SSP1 2085","FGOALS-g3",2089,0
"SSP1 2085","FGOALS-g3",2090,6
"SSP1 2085","FGOALS-g3",2091,0
"SSP1 2085","FGOALS-g3",2092,0
"SSP1 2085","FGOALS-g3",2093,0
"SSP1 2085","FGOALS-g3",2094,4
"SSP1 2085","FGOALS-g3",2095,0
"SSP1 2085","FGOALS-g3",2096,0
"SSP1 2085","FGOALS-g3",2097,8
"SSP1 2085","FGOALS-g3",2098,0
"SSP1 2085","FGOALS-g3",2099,2
"SSP1 2085","FGOALS-g3",2100,0
"SSP1 2085","FIO-ESM-2-0",2002,1
"SSP1 2085","FIO-ESM-2-0",2003,0
"SSP1 2085","FIO-ESM-2-0",2004,3
"SSP1 2085","FIO-ESM-2-0",2005,0
"SSP1 2085","FIO-ESM-2-0",2006,18
"SSP1 2085","FIO-ESM-2-0",2007,13
"SSP1 2085","FIO-ESM-2-0",2008,23
"SSP1 2085","FIO-ESM-2-0",2009,1
"SSP1 2085","FIO-ESM-2-0",2010,22
"SSP1 2085","FIO-ESM-2-0",2011,5
"SSP1 2085","FIO-ESM-2-0",2012,0
"SSP1 2085","FIO-ESM-2-0",2013,0
"SSP1 2085","FIO-ESM-2-0",2014,0
"SSP1 2085","FIO-ESM-2-0",2015,0
"SSP1 2085","FIO-ESM-2-0",2016,3
"SSP1 2085","FIO-ESM-2-0",2017,23
"SSP1 2085","FIO-ESM-2-0",2018,0
"SSP1 2085","FIO-ESM-2-0",2019,7
"SSP1 2085","FIO-ESM-2-0",2020,0
"SSP1 2085","FIO-ESM-2-0",2021,33
"SSP1 2085","FIO-ESM-2-0",2022,13
"SSP1 2085","FIO-ESM-2-0",2023,0
"SSP1 2085","FIO-ESM-2-0",2024,1
"SSP1 2085","FIO-ESM-2-0",2025,2
"SSP1 2085","FIO-ESM-2-0",2026,1
"SSP1 2085","FIO-ESM-2-0",2027,0
"SSP1 2085","FIO-ESM-2-0",2028,0
"SSP1 2085","FIO-ESM-2-0",2029,7
"SSP1 2085","FIO-ESM-2-0",2030,7
"SSP1 2085","FIO-ESM-2-0",2031,29
"SSP1 2085","FIO-ESM-2-0",2032,0
"SSP1 2085","FIO-ESM-2-0",2033,12
"SSP1 2085","FIO-ESM-2-0",2034,8
"SSP1 2085","FIO-ESM-2-0",2035,0
"SSP1 2085","FIO-ESM-2-0",2036,8
"SSP1 2085","FIO-ESM-2-0",2037,0
